~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  1020.25         68.63      -999.25         1.86      -999.25         2.30      -999.25      -999.25        89.86      -999.25      -999.25       109.74      1020.24
  1020.50         61.06      -999.25         1.88      -999.25         2.33      -999.25      -999.25        88.95      -999.25      -999.25       109.74      1020.49
  1020.75         53.46      -999.25         1.89      -999.25         2.29      -999.25      -999.25        97.72      -999.25      -999.25       109.74      1020.74
  1021.00         47.92      -999.25         1.89      -999.25         2.26      -999.25      -999.25       100.94      -999.25      -999.25       109.74      1020.99
  1021.25         47.79      -999.25         1.91      -999.25         2.33      -999.25      -999.25        94.29      -999.25      -999.25       109.74      1021.24
  1021.50         47.65      -999.25         1.90      -999.25         1.99      -999.25      -999.25        88.94      -999.25      -999.25       109.74      1021.49
  1021.75         52.44      -999.25         2.23      -999.25         2.27      -999.25      -999.25        89.14      -999.25      -999.25       109.74      1021.74
  1022.00         56.20      -999.25         1.77      -999.25         1.85      -999.25      -999.25        86.87      -999.25      -999.25       109.74      1021.99
  1022.25         58.15      -999.25         1.88      -999.25         2.32      -999.25      -999.25        80.86      -999.25      -999.25       109.74      1022.24
  1022.50         43.57      -999.25         1.89      -999.25         2.43      -999.25      -999.25        82.55      -999.25      -999.25       109.74      1022.49
  1022.75         41.24      -999.25         1.82      -999.25         1.97      -999.25      -999.25        83.43      -999.25      -999.25       109.74      1022.74
  1023.00         38.91      -999.25         1.89      -999.25         2.14      -999.25      -999.25        86.84      -999.25      -999.25       109.74      1022.99
  1023.25         33.50      -999.25         1.89      -999.25         1.98      -999.25      -999.25        84.45      -999.25      -999.25       109.74      1023.24
  1023.50         25.69      -999.25         1.98      -999.25         2.36      -999.25      -999.25        83.94      -999.25      -999.25       109.74      1023.49
  1023.75         20.25      -999.25         1.99      -999.25         2.29      -999.25      -999.25        83.12      -999.25      -999.25       109.74      1023.74
  1024.00         17.70      -999.25         1.98      -999.25         2.20      -999.25      -999.25        85.91      -999.25      -999.25       109.74      1023.99
  1024.25         15.15      -999.25         2.10      -999.25         2.42      -999.25      -999.25        85.98      -999.25      -999.25       109.74      1024.24
  1024.50         20.68      -999.25         2.15      -999.25         2.41      -999.25      -999.25        90.64      -999.25      -999.25       109.74      1024.49
  1024.75         23.34      -999.25         2.25      -999.25         2.49      -999.25      -999.25        89.48      -999.25      -999.25       109.74      1024.74
  1025.00         29.54      -999.25         2.20      -999.25         2.43      -999.25      -999.25        90.40      -999.25      -999.25       109.74      1024.99
  1025.25         27.23      -999.25         2.20      -999.25         2.48      -999.25      -999.25        90.80      -999.25      -999.25       109.74      1025.24
  1025.50         31.54      -999.25         2.32      -999.25         2.68      -999.25      -999.25        91.14      -999.25      -999.25       109.74      1025.49
  1025.75         35.84      -999.25         2.34      -999.25         2.70      -999.25      -999.25        94.45      -999.25      -999.25       109.74      1025.74
  1026.00         45.25      -999.25         2.40      -999.25         2.72      -999.25      -999.25        97.28      -999.25      -999.25       109.74      1025.99
  1026.25         50.07      -999.25         2.36      -999.25         2.61      -999.25      -999.25        93.04      -999.25      -999.25       109.74      1026.24
  1026.50         43.07      -999.25         2.43      -999.25         2.78      -999.25      -999.25        90.43      -999.25      -999.25       109.74      1026.49
  1026.75         37.16      -999.25         2.43      -999.25         2.79      -999.25      -999.25        93.80      -999.25      -999.25       109.74      1026.74
  1027.00         35.14      -999.25         2.42      -999.25         2.75      -999.25      -999.25        92.47      -999.25      -999.25       109.74      1026.99
  1027.25         33.11      -999.25         2.27      -999.25         2.45      -999.25      -999.25        92.39      -999.25      -999.25       109.74      1027.24
  1027.50         46.22      -999.25         2.30      -999.25         2.54      -999.25      -999.25        90.27      -999.25      -999.25       109.74      1027.49
  1027.75         68.66      -999.25         2.29      -999.25         2.57      -999.25      -999.25        92.62      -999.25      -999.25       109.74      1027.74
  1028.00         81.49      -999.25         2.27      -999.25         2.47      -999.25      -999.25        98.72      -999.25      -999.25       109.74      1027.99
  1028.25         82.02      -999.25         2.37      -999.25         2.83      -999.25      -999.25        98.95      -999.25      -999.25       109.74      1028.24
  1028.50         82.54      -999.25         2.29      -999.25         2.56      -999.25      -999.25        93.22      -999.25      -999.25       109.74      1028.49
  1028.75         68.38      -999.25         2.40      -999.25         2.70      -999.25      -999.25        91.15      -999.25      -999.25       109.74      1028.74
  1029.00         53.62      -999.25         2.60      -999.25         2.58      -999.25      -999.25        96.56      -999.25      -999.25       109.74      1028.99
  1029.25         40.88      -999.25         2.37      -999.25         2.43      -999.25      -999.25        94.53      -999.25      -999.25       109.74      1029.24
  1029.50         30.87      -999.25         2.20      -999.25         2.87      -999.25      -999.25        90.68      -999.25      -999.25       109.74      1029.49
  1029.75         28.70      -999.25         2.30      -999.25         2.64      -999.25      -999.25        93.74      -999.25      -999.25       109.74      1029.74
  1030.00         26.53      -999.25         2.37      -999.25         2.64      -999.25      -999.25        91.86      -999.25      -999.25       109.74      1029.99
  1030.25         21.80      -999.25         2.36      -999.25         2.67      -999.25      -999.25        96.18      -999.25      -999.25       109.74      1030.24
  1030.50         36.91      -999.25         2.24      -999.25         2.36      -999.25      -999.25       100.13      -999.25      -999.25       109.74      1030.49
  1030.75         37.53      -999.25         2.30      -999.25         2.54      -999.25      -999.25       100.81      -999.25      -999.25       109.74      1030.74
  1031.00         43.98      -999.25         2.29      -999.25         2.57      -999.25      -999.25       100.80      -999.25      -999.25       109.74      1030.99
  1031.25         50.43      -999.25         2.10      -999.25         2.42      -999.25      -999.25        97.48      -999.25      -999.25       109.74      1031.24
  1031.50         56.82      -999.25         2.14      -999.25         2.33      -999.25      -999.25        96.84      -999.25      -999.25       109.74      1031.49
  1031.75         65.85      -999.25         2.07      -999.25         2.38      -999.25      -999.25        96.66      -999.25      -999.25       109.74      1031.74
  1032.00         55.02      -999.25         2.12      -999.25         2.23      -999.25      -999.25        99.00      -999.25      -999.25       109.74      1031.99
  1032.25         48.53      -999.25         2.02      -999.25         2.25      -999.25      -999.25        99.11      -999.25      -999.25       109.74      1032.24
  1032.50         51.80      -999.25         2.07      -999.25         2.39      -999.25      -999.25        97.17      -999.25      -999.25       109.74      1032.49
  1032.75         55.06      -999.25         2.20      -999.25         2.29      -999.25      -999.25        99.06      -999.25      -999.25       109.74      1032.74
  1033.00         58.02      -999.25         1.99      -999.25         1.90      -999.25      -999.25        95.06      -999.25      -999.25       109.74      1032.99
  1033.25         60.98      -999.25         2.01      -999.25         2.42      -999.25      -999.25        97.60      -999.25      -999.25       109.74      1033.24
